SMILES,MW,LogP,HBA,HBD,TPSA,NumDoubleBonds,NumNitroGroups,NumAmineGroups,NumHydroxylGroups,NumSulfonateGroups,NumEsterGroups,NumKetoneGroups,NumAldehydeGroups,charge,Toxicity Value
CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,472.7540000000004,9.059960000000002,3.0,0.0,35.53,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,334.33200000000005,-1.6511999999999971,8.0,3.0,146.89000000000001,5.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,381.3790000000001,3.5139200000000006,4.0,1.0,77.98,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,345.4240000000001,2.8997400000000004,5.0,1.0,77.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,351.4090000000001,1.95092,6.0,2.0,99.59999999999998,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
Cc1ncc([N+](=O)[O-])n1CCO,171.15599999999998,0.09201999999999994,5.0,1.0,81.19,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,734.9450000000002,0.3685000000000083,13.0,6.0,195.10999999999999,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,1.0,1
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,875.1060000000002,5.601400000000008,14.0,3.0,170.06,5.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,404.54700000000025,4.195500000000004,5.0,1.0,72.83,4.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,208.261,1.1618000000000002,4.0,0.0,44.12,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
CCc1cc(C(N)=S)ccn1,166.24900000000002,1.2782,2.0,1.0,38.91,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCCC(CCC)C(=O)[O-],143.206,0.9526999999999999,2.0,0.0,40.129999999999995,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,0
CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,382.5410000000003,3.9536000000000033,5.0,2.0,83.83,3.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1
CCCCCCCC/C=C\CCCCCCCC(=O)[O-],281.4599999999999,4.773800000000004,2.0,0.0,40.129999999999995,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,0
CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,524.8740000000004,11.542499999999986,2.0,0.0,26.3,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,338.44400000000013,3.7177000000000024,5.0,0.0,46.150000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C=CN1CCCC1=O,111.14399999999999,0.7523,1.0,0.0,20.310000000000002,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,242.702,3.060500000000001,3.0,0.0,35.53,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,330.3640000000001,2.1218000000000004,8.0,0.0,71.06,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,265.222,-2.8909,8.0,5.0,151.92,2.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,454.44700000000023,0.2684000000000012,10.0,5.0,210.53999999999996,3.0,0.0,2.0,2.0,0.0,2.0,3.0,3.0,0.0,1
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,331.35300000000007,1.5809999999999997,5.0,2.0,99.6,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
Cn1c(=O)c2[nH]cnc2n(C)c1=O,180.16699999999997,-1.0397000000000005,5.0,1.0,72.68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,284.74600000000004,3.153800000000002,2.0,0.0,32.67,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
Cn1cc[nH]c1=S,114.173,1.08269,2.0,1.0,20.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cn1c(=O)c2c(ncn2C)n(C)c1=O,194.194,-1.0293,6.0,0.0,61.82,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
COc1c2occc2cc2ccc(=O)oc12,216.19199999999995,2.5478000000000005,4.0,0.0,52.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,380.8710000000001,5.867800000000005,3.0,0.0,27.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
COc1ccc(O)cc1,124.13899999999997,1.4008,2.0,1.0,29.46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,384.51600000000025,4.425900000000004,4.0,0.0,52.6,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,300.74500000000006,2.4722,3.0,1.0,52.900000000000006,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,252.27300000000002,1.7696,2.0,2.0,58.2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,536.8880000000004,12.605799999999977,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CC(=O)Nc1ccc(O)cc1,151.165,1.3505999999999998,2.0,2.0,49.33,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,277.269,1.1457999999999997,8.0,1.0,115.41999999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CCC1(c2ccccc2)C(=O)NCNC1=O,218.25599999999994,0.5378999999999999,2.0,2.0,58.2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,267.245,-0.19628000000000012,6.0,2.0,133.07999999999998,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
ClCC1CO1,92.525,0.624,1.0,0.0,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,248.71700000000004,2.5238000000000005,4.0,2.0,77.82,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CCCc1cc(=O)[nH]c(=S)[nH]1,170.237,1.38499,2.0,2.0,48.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,314.46900000000005,5.735800000000006,2.0,1.0,29.46,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
O=C(OOC(=O)c1ccccc1)c1ccccc1,242.23000000000002,2.615400000000001,4.0,0.0,52.6,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,294.745,3.2717000000000027,4.0,0.0,43.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NC(=O)c1cnccn1,123.11499999999998,-0.4245000000000001,3.0,1.0,68.87,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
CC(C)NCC(O)COc1cccc2ccccc12,259.34900000000005,2.5775000000000006,3.0,2.0,41.489999999999995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
CCN(CC)C(=S)SSC(=S)N(CC)CC,296.5520000000001,3.6212000000000026,4.0,0.0,6.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,324.8110000000001,3.934000000000003,2.0,0.0,32.67,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1,275.803,2.4015000000000004,1.0,1.0,17.330000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,270.24,1.8872199999999997,5.0,3.0,94.83000000000001,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,240.21399999999997,1.873199999999999,4.0,2.0,74.6,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0
O=C1c2ccccc2C(=O)c2c(O)cccc21,224.21499999999997,2.1675999999999993,3.0,1.0,54.370000000000005,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1
O=C(O)c1cc(O)c(O)c(O)c1,170.11999999999998,0.5015999999999998,4.0,4.0,97.99000000000001,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1
C=CCc1ccc(O)c(OC)c1,164.20399999999995,2.1292999999999997,2.0,1.0,29.46,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
CC1CCC(C(C)C)C(O)C1,156.26899999999998,2.4395000000000007,1.0,1.0,20.23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
O=c1ccc2ccccc2o1,146.14499999999998,1.793,2.0,0.0,30.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
c1ccc2ccccc2c1,128.17399999999995,2.839800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,223.27499999999998,3.2162000000000015,1.0,1.0,29.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,268.359,5.553220000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,324.4020000000001,2.2098000000000004,4.0,2.0,92.34,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,312.277,2.2764999999999995,6.0,0.0,74.97,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
NCCCCCC(=O)O,131.175,0.5901000000000001,2.0,2.0,63.32000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,458.58100000000024,5.351300000000005,5.0,1.0,42.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCNc1nc(Cl)nc(NC(C)C)n1,215.68800000000002,1.7770999999999997,5.0,2.0,62.730000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,629.5040000000001,8.020400000000006,8.0,2.0,141.77999999999997,6.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,220.356,4.295620000000004,1.0,1.0,20.23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,610.6710000000002,6.319100000000007,11.0,1.0,143.33999999999997,2.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0
O=C1CCCCCN1,113.16000000000001,0.6766000000000001,1.0,1.0,29.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,349.0659999999999,3.520900000000002,3.0,0.0,37.38,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,304.217,3.377900000000002,2.0,1.0,40.54,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,490.63900000000024,4.6182,1.0,0.0,17.07,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
ClCc1ccccc1,126.58599999999996,2.4254000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,276.745,1.7379,3.0,2.0,75.27000000000001,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
Clc1ccc(Cl)cc1,147.00400000000002,2.993400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CC(N)Cc1ccccc1,135.20999999999998,1.5763,1.0,1.0,26.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NCCCC(N)(C(=O)O)C(F)F,182.17,-0.22749999999999942,3.0,3.0,89.34,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1
C1COCCO1,88.106,0.03320000000000001,2.0,0.0,18.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,373.321,5.241500000000001,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,284.784,5.606999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CC(C)Cc1ccc(C(C)C(=O)O)cc1,206.28499999999997,3.073200000000001,1.0,1.0,37.3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC(Cc1ccc(O)c(O)c1)C(=O)O,197.18999999999997,0.052200000000000135,4.0,4.0,103.78000000000002,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1
CSCCC(N)C(=O)O,149.215,0.1513999999999998,3.0,2.0,63.32000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,321.16300000000007,4.089600000000002,3.0,1.0,55.12,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
CN(C)CCN(Cc1cccs1)c1ccccn1,261.394,2.7113000000000005,4.0,0.0,19.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,345.653,5.205900000000003,2.0,0.0,18.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CC(=O)N(C)C,87.122,0.09450000000000003,1.0,0.0,20.310000000000002,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
CN(CCCl)CCCl,156.056,1.3958,1.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCN(CC)N=O,102.137,1.0095999999999998,2.0,0.0,32.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Clc1ccccc1Cl,147.00399999999996,2.9934000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
C=CCOc1ccccc1OCC(O)CNC(C)C,265.35299999999995,1.9890999999999999,4.0,2.0,50.72,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Nc1ccc(Cc2ccc(N)cc2)cc1,198.269,2.4418000000000006,2.0,2.0,52.04,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CN(C)c1ccc(N=Nc2ccccc2)cc1,225.29500000000002,4.168000000000003,3.0,0.0,27.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCOc1ccc(NC(C)=O)cc1,179.219,2.0437,2.0,1.0,38.33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
Oc1ccccc1,94.11299999999999,1.3921999999999999,1.0,1.0,20.23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,303.83299999999997,4.194900000000003,2.0,0.0,12.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
c1ccncc1,79.10199999999998,1.0816,1.0,0.0,12.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Oc1cccc(O)c1,110.11199999999998,1.0977999999999999,2.0,2.0,40.46,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1
CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,354.446,4.610000000000003,3.0,1.0,71.44,5.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,1
O=c1ccc(=O)[nH][nH]1,112.08800000000001,-0.9368000000000001,2.0,2.0,65.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C=Cc1ccccc1,104.15199999999997,2.3296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
